!MOLECULE
 NO from JPL database, updated 2010, incl. cross-ladder trans.          
!MOLECULAR WEIGHT
 30.
! NUMBER OF ENERGY LEVELS
 154
!LEVEL + ENERGIES(cm^-1) + WEIGHT + J (or other quantum numbers)
 2476   71   61 .15E-11 .16E-11 .17E-11 .17E-11 .17E-11 .17E-11 .17E-11 .18E-11 .18E-11 .19E-11
 2477   71   62 .53E-12 .79E-12 .97E-12 .11E-11 .12E-11 .14E-11 .16E-11 .18E-11 .21E-11 .23E-11
 2478   71   63 .59E-12 .89E-12 .11E-11 .13E-11 .14E-11 .15E-11 .18E-11 .21E-11 .23E-11 .26E-11
 2479   71   64 .66E-12 .99E-12 .12E-11 .14E-11 .16E-11 .17E-11 .20E-11 .23E-11 .26E-11 .29E-11
 2480   71   65 .64E-11 .66E-11 .67E-11 .69E-11 .70E-11 .71E-11 .73E-11 .76E-11 .79E-11 .82E-11
 2481   71   66 .62E-11 .67E-11 .70E-11 .73E-11 .76E-11 .78E-11 .82E-11 .86E-11 .89E-11 .91E-11
 2482   71   67 .85E-11 .88E-11 .90E-11 .92E-11 .93E-11 .95E-11 .98E-11 .10E-10 .11E-10 .11E-10
 2483   71   68 .82E-11 .90E-11 .94E-11 .98E-11 .10E-10 .10E-10 .11E-10 .11E-10 .12E-10 .12E-10
 2484   71   69 .11E-10 .11E-10 .11E-10 .11E-10 .12E-10 .12E-10 .12E-10 .13E-10 .13E-10 .14E-10
 2485   71   70 .10E-10 .11E-10 .12E-10 .12E-10 .13E-10 .13E-10 .14E-10 .14E-10 .15E-10 .15E-10
 2486   72    1 .43E-12 .55E-12 .65E-12 .74E-12 .82E-12 .89E-12 .10E-11 .11E-11 .12E-11 .13E-11
 2487   72    2 .22E-12 .27E-12 .32E-12 .37E-12 .41E-12 .44E-12 .50E-12 .56E-12 .60E-12 .64E-12
 2488   72    3 .12E-12 .13E-12 .13E-12 .14E-12 .14E-12 .15E-12 .16E-12 .17E-12 .18E-12 .19E-12
 2489   72    4 .24E-12 .26E-12 .27E-12 .28E-12 .29E-12 .30E-12 .31E-12 .34E-12 .36E-12 .38E-12
 2490   72    5 .15E-12 .16E-12 .17E-12 .17E-12 .17E-12 .18E-12 .19E-12 .20E-12 .20E-12 .21E-12
 2491   72    6 .10E-12 .11E-12 .11E-12 .11E-12 .12E-12 .12E-12 .12E-12 .13E-12 .14E-12 .14E-12
 2492   72    7 .50E-13 .55E-13 .56E-13 .57E-13 .58E-13 .59E-13 .62E-13 .65E-13 .68E-13 .71E-13
 2493   72    8 .22E-12 .26E-12 .28E-12 .31E-12 .33E-12 .34E-12 .38E-12 .41E-12 .44E-12 .47E-12
 2494   72    9 .45E-12 .51E-12 .57E-12 .61E-12 .65E-12 .69E-12 .75E-12 .82E-12 .88E-12 .94E-12
 2495   72   10 .67E-12 .77E-12 .85E-12 .92E-12 .98E-12 .10E-11 .11E-11 .12E-11 .13E-11 .14E-11
 2496   72   11 .87E-12 .11E-11 .13E-11 .15E-11 .17E-11 .18E-11 .21E-11 .25E-11 .27E-11 .29E-11
 2497   72   12 .65E-12 .80E-12 .95E-12 .11E-11 .12E-11 .14E-11 .16E-11 .18E-11 .20E-11 .22E-11
 2498   72   13 .44E-12 .53E-12 .63E-12 .73E-12 .83E-12 .92E-12 .11E-11 .12E-11 .14E-11 .15E-11
 2499   72   14 .17E-12 .18E-12 .19E-12 .19E-12 .19E-12 .20E-12 .21E-12 .22E-12 .23E-12 .24E-12
 2500   72   15 .26E-12 .28E-12 .28E-12 .29E-12 .29E-12 .30E-12 .31E-12 .33E-12 .34E-12 .36E-12
 2501   72   16 .34E-12 .37E-12 .37E-12 .38E-12 .39E-12 .40E-12 .41E-12 .43E-12 .46E-12 .48E-12
 2502   72   17 .37E-12 .42E-12 .47E-12 .53E-12 .58E-12 .63E-12 .72E-12 .80E-12 .87E-12 .93E-12
 2503   72   18 .29E-12 .34E-12 .38E-12 .42E-12 .46E-12 .50E-12 .57E-12 .64E-12 .70E-12 .75E-12
 2504   72   19 .22E-12 .25E-12 .28E-12 .32E-12 .35E-12 .38E-12 .43E-12 .48E-12 .52E-12 .56E-12
 2505   72   20 .93E-12 .10E-11 .11E-11 .11E-11 .12E-11 .12E-11 .13E-11 .14E-11 .16E-11 .17E-11
 2506   72   21 .12E-11 .13E-11 .14E-11 .15E-11 .16E-11 .16E-11 .18E-11 .19E-11 .21E-11 .22E-11
 2507   72   22 .16E-11 .17E-11 .18E-11 .19E-11 .20E-11 .20E-11 .22E-11 .24E-11 .26E-11 .28E-11
 2508   72   23 .53E-12 .62E-12 .73E-12 .87E-12 .10E-11 .12E-11 .15E-11 .18E-11 .21E-11 .24E-11
 2509   72   24 .44E-12 .52E-12 .61E-12 .72E-12 .85E-12 .98E-12 .12E-11 .15E-11 .18E-11 .20E-11
 2510   72   25 .35E-12 .41E-12 .48E-12 .58E-12 .68E-12 .79E-12 .99E-12 .12E-11 .14E-11 .16E-11
 2511   72   26 .11E-11 .12E-11 .12E-11 .13E-11 .14E-11 .14E-11 .15E-11 .17E-11 .18E-11 .20E-11
 2512   72   27 .14E-11 .15E-11 .15E-11 .16E-11 .17E-11 .18E-11 .19E-11 .21E-11 .23E-11 .24E-11
 2513   72   28 .17E-11 .18E-11 .18E-11 .19E-11 .20E-11 .21E-11 .23E-11 .25E-11 .27E-11 .29E-11
 2514   72   29 .10E-11 .11E-11 .13E-11 .14E-11 .16E-11 .18E-11 .21E-11 .25E-11 .27E-11 .30E-11
 2515   72   30 .85E-12 .95E-12 .11E-11 .12E-11 .14E-11 .15E-11 .18E-11 .21E-11 .23E-11 .25E-11
 2516   72   31 .71E-12 .79E-12 .90E-12 .10E-11 .11E-11 .13E-11 .15E-11 .17E-11 .20E-11 .21E-11
 2517   72   32 .52E-12 .56E-12 .58E-12 .60E-12 .62E-12 .64E-12 .69E-12 .75E-12 .81E-12 .87E-12
 2518   72   33 .62E-12 .68E-12 .70E-12 .72E-12 .74E-12 .77E-12 .83E-12 .90E-12 .97E-12 .10E-11
 2519   72   34 .73E-12 .79E-12 .81E-12 .84E-12 .86E-12 .90E-12 .96E-12 .10E-11 .11E-11 .12E-11
 2520   72   35 .47E-12 .45E-12 .50E-12 .58E-12 .69E-12 .82E-12 .11E-11 .14E-11 .17E-11 .20E-11
 2521   72   36 .41E-12 .39E-12 .43E-12 .51E-12 .61E-12 .72E-12 .95E-12 .12E-11 .15E-11 .17E-11
 2522   72   37 .35E-12 .34E-12 .37E-12 .44E-12 .52E-12 .61E-12 .81E-12 .11E-11 .13E-11 .15E-11
 2523   72   38 .16E-11 .15E-11 .15E-11 .15E-11 .15E-11 .16E-11 .16E-11 .17E-11 .18E-11 .19E-11
 2524   72   39 .18E-11 .17E-11 .17E-11 .17E-11 .18E-11 .18E-11 .19E-11 .20E-11 .21E-11 .22E-11
 2525   72   40 .21E-11 .20E-11 .19E-11 .20E-11 .20E-11 .21E-11 .22E-11 .23E-11 .24E-11 .26E-11
 2526   72   41 .66E-12 .89E-12 .11E-11 .14E-11 .16E-11 .19E-11 .23E-11 .28E-11 .32E-11 .36E-11
 2527   72   42 .58E-12 .79E-12 .10E-11 .12E-11 .15E-11 .17E-11 .21E-11 .25E-11 .29E-11 .32E-11
 2528   72   43 .51E-12 .69E-12 .88E-12 .11E-11 .13E-11 .15E-11 .18E-11 .22E-11 .25E-11 .28E-11
 2529   72   44 .20E-11 .19E-11 .19E-11 .18E-11 .18E-11 .18E-11 .18E-11 .19E-11 .19E-11 .19E-11
 2530   72   45 .23E-11 .22E-11 .21E-11 .21E-11 .21E-11 .21E-11 .21E-11 .21E-11 .22E-11 .22E-11
 2531   72   46 .26E-11 .25E-11 .24E-11 .24E-11 .23E-11 .23E-11 .24E-11 .24E-11 .24E-11 .25E-11
 2532   72   47 .77E-12 .90E-12 .10E-11 .11E-11 .12E-11 .13E-11 .15E-11 .16E-11 .17E-11 .18E-11
 2533   72   48 .11E-11 .12E-11 .13E-11 .14E-11 .15E-11 .15E-11 .16E-11 .18E-11 .19E-11 .20E-11
 2534   72   49 .15E-11 .18E-11 .20E-11 .23E-11 .25E-11 .27E-11 .30E-11 .32E-11 .34E-11 .35E-11
 2535   72   50 .22E-11 .24E-11 .26E-11 .28E-11 .29E-11 .30E-11 .33E-11 .35E-11 .37E-11 .39E-11
 2536   72   51 .23E-11 .27E-11 .31E-11 .34E-11 .37E-11 .40E-11 .44E-11 .48E-11 .51E-11 .53E-11
 2537   72   52 .32E-11 .36E-11 .39E-11 .41E-11 .44E-11 .46E-11 .49E-11 .53E-11 .56E-11 .59E-11
 2538   72   53 .12E-11 .15E-11 .17E-11 .20E-11 .22E-11 .24E-11 .26E-11 .29E-11 .31E-11 .32E-11
 2539   72   54 .63E-11 .67E-11 .68E-11 .69E-11 .70E-11 .70E-11 .71E-11 .73E-11 .75E-11 .76E-11
 2540   72   55 .19E-11 .22E-11 .26E-11 .30E-11 .33E-11 .35E-11 .40E-11 .44E-11 .46E-11 .48E-11
 2541   72   56 .95E-11 .10E-10 .10E-10 .10E-10 .10E-10 .11E-10 .11E-10 .11E-10 .11E-10 .11E-10
 2542   72   57 .25E-11 .30E-11 .35E-11 .39E-11 .44E-11 .47E-11 .53E-11 .58E-11 .62E-11 .65E-11
 2543   72   58 .13E-10 .13E-10 .14E-10 .14E-10 .14E-10 .14E-10 .14E-10 .15E-10 .15E-10 .15E-10
 2544   72   59 .85E-12 .13E-11 .16E-11 .18E-11 .20E-11 .22E-11 .25E-11 .28E-11 .31E-11 .34E-11
 2545   72   60 .76E-12 .12E-11 .14E-11 .16E-11 .18E-11 .20E-11 .23E-11 .26E-11 .28E-11 .31E-11
 2546   72   61 .68E-12 .10E-11 .13E-11 .15E-11 .16E-11 .18E-11 .20E-11 .23E-11 .25E-11 .27E-11
 2547   72   62 .11E-11 .12E-11 .13E-11 .13E-11 .13E-11 .14E-11 .14E-11 .15E-11 .16E-11 .16E-11
 2548   72   63 .12E-11 .14E-11 .14E-11 .15E-11 .15E-11 .15E-11 .16E-11 .17E-11 .18E-11 .18E-11
 2549   72   64 .13E-11 .15E-11 .16E-11 .16E-11 .17E-11 .17E-11 .18E-11 .19E-11 .20E-11 .20E-11
 2550   72   65 .63E-11 .69E-11 .72E-11 .76E-11 .78E-11 .81E-11 .85E-11 .89E-11 .92E-11 .94E-11
 2551   72   66 .54E-11 .57E-11 .59E-11 .61E-11 .62E-11 .63E-11 .66E-11 .68E-11 .71E-11 .73E-11
 2552   72   67 .85E-11 .92E-11 .97E-11 .10E-10 .10E-10 .11E-10 .11E-10 .12E-10 .12E-10 .13E-10
 2553   72   68 .71E-11 .76E-11 .79E-11 .81E-11 .83E-11 .85E-11 .88E-11 .91E-11 .95E-11 .98E-11
 2554   72   69 .11E-10 .12E-10 .12E-10 .13E-10 .13E-10 .13E-10 .14E-10 .15E-10 .15E-10 .16E-10
 2555   72   70 .89E-11 .95E-11 .98E-11 .10E-10 .10E-10 .11E-10 .11E-10 .11E-10 .12E-10 .12E-10
 2556   72   71 .25E-11 .30E-11 .33E-11 .36E-11 .40E-11 .42E-11 .47E-11 .52E-11 .56E-11 .58E-11
 2557   73    1 .41E-12 .45E-12 .48E-12 .51E-12 .54E-12 .56E-12 .60E-12 .65E-12 .69E-12 .73E-12
 2558   73    2 .20E-12 .23E-12 .24E-12 .26E-12 .27E-12 .28E-12 .30E-12 .32E-12 .35E-12 .36E-12
 2559   73    3 .26E-12 .32E-12 .38E-12 .44E-12 .49E-12 .53E-12 .61E-12 .68E-12 .74E-12 .78E-12
 2560   73    4 .51E-12 .65E-12 .77E-12 .88E-12 .98E-12 .11E-11 .12E-11 .14E-11 .15E-11 .16E-11
 2561   73    5 .83E-12 .95E-12 .11E-11 .12E-11 .12E-11 .13E-11 .14E-11 .16E-11 .17E-11 .18E-11
 2562   73    6 .55E-12 .64E-12 .71E-12 .77E-12 .82E-12 .87E-12 .95E-12 .10E-11 .11E-11 .12E-11
 2563   73    7 .28E-12 .32E-12 .35E-12 .38E-12 .41E-12 .44E-12 .48E-12 .52E-12 .56E-12 .59E-12
 2564   73    8 .87E-13 .92E-13 .94E-13 .96E-13 .98E-13 .10E-12 .11E-12 .11E-12 .11E-12 .12E-12
 2565   73    9 .17E-12 .18E-12 .19E-12 .19E-12 .20E-12 .20E-12 .21E-12 .22E-12 .23E-12 .24E-12
 2566   73   10 .26E-12 .28E-12 .28E-12 .29E-12 .29E-12 .30E-12 .32E-12 .33E-12 .34E-12 .35E-12
 2567   73   11 .63E-12 .66E-12 .66E-12 .66E-12 .67E-12 .68E-12 .70E-12 .72E-12 .74E-12 .77E-12
 2568   73   12 .48E-12 .49E-12 .50E-12 .50E-12 .50E-12 .51E-12 .52E-12 .54E-12 .56E-12 .58E-12
 2569   73   13 .32E-12 .33E-12 .33E-12 .33E-12 .34E-12 .34E-12 .35E-12 .36E-12 .37E-12 .38E-12
 2570   73   14 .51E-12 .61E-12 .72E-12 .82E-12 .93E-12 .10E-11 .12E-11 .14E-11 .15E-11 .16E-11
 2571   73   15 .76E-12 .92E-12 .11E-11 .12E-11 .14E-11 .15E-11 .18E-11 .21E-11 .23E-11 .24E-11
 2572   73   16 .10E-11 .12E-11 .14E-11 .16E-11 .19E-11 .20E-11 .24E-11 .27E-11 .30E-11 .32E-11
 2573   73   17 .17E-11 .18E-11 .19E-11 .20E-11 .21E-11 .22E-11 .23E-11 .25E-11 .27E-11 .29E-11
 2574   73   18 .14E-11 .15E-11 .15E-11 .16E-11 .17E-11 .17E-11 .19E-11 .20E-11 .22E-11 .23E-11
 2575   73   19 .10E-11 .11E-11 .11E-11 .12E-11 .12E-11 .13E-11 .14E-11 .15E-11 .16E-11 .17E-11
 2576   73   20 .21E-12 .24E-12 .26E-12 .29E-12 .31E-12 .33E-12 .36E-12 .40E-12 .43E-12 .45E-12
 2577   73   21 .28E-12 .32E-12 .35E-12 .38E-12 .41E-12 .44E-12 .48E-12 .53E-12 .57E-12 .60E-12
 2578   73   22 .35E-12 .40E-12 .44E-12 .48E-12 .51E-12 .55E-12 .60E-12 .67E-12 .71E-12 .75E-12
 2579   73   23 .13E-11 .14E-11 .15E-11 .15E-11 .16E-11 .16E-11 .18E-11 .19E-11 .21E-11 .22E-11
 2580   73   24 .11E-11 .12E-11 .12E-11 .13E-11 .13E-11 .14E-11 .15E-11 .16E-11 .17E-11 .19E-11
 2581   73   25 .87E-12 .94E-12 .97E-12 .10E-11 .11E-11 .11E-11 .12E-11 .13E-11 .14E-11 .15E-11
 2582   73   26 .49E-12 .56E-12 .64E-12 .73E-12 .83E-12 .94E-12 .12E-11 .14E-11 .16E-11 .18E-11
 2583   73   27 .62E-12 .70E-12 .80E-12 .91E-12 .10E-11 .12E-11 .14E-11 .17E-11 .20E-11 .22E-11
 2584   73   28 .74E-12 .84E-12 .95E-12 .11E-11 .13E-11 .14E-11 .17E-11 .21E-11 .24E-11 .26E-11
 2585   73   29 .93E-12 .97E-12 .99E-12 .10E-11 .11E-11 .11E-11 .12E-11 .13E-11 .14E-11 .15E-11
 2586   73   30 .80E-12 .83E-12 .85E-12 .87E-12 .90E-12 .94E-12 .10E-11 .11E-11 .12E-11 .13E-11
 2587   73   31 .67E-12 .69E-12 .71E-12 .73E-12 .75E-12 .78E-12 .85E-12 .94E-12 .10E-11 .11E-11
 2588   73   32 .67E-12 .77E-12 .88E-12 .10E-11 .11E-11 .13E-11 .15E-11 .17E-11 .19E-11 .21E-11
 2589   73   33 .80E-12 .92E-12 .11E-11 .12E-11 .14E-11 .15E-11 .18E-11 .21E-11 .23E-11 .25E-11
 2590   73   34 .93E-12 .11E-11 .12E-11 .14E-11 .16E-11 .18E-11 .21E-11 .24E-11 .27E-11 .29E-11
 2591   73   35 .20E-11 .19E-11 .19E-11 .19E-11 .19E-11 .20E-11 .20E-11 .21E-11 .22E-11 .23E-11
 2592   73   36 .18E-11 .17E-11 .16E-11 .17E-11 .17E-11 .17E-11 .18E-11 .18E-11 .19E-11 .20E-11
 2593   73   37 .15E-11 .14E-11 .14E-11 .14E-11 .14E-11 .15E-11 .15E-11 .16E-11 .17E-11 .17E-11
 2594   73   38 .33E-12 .34E-12 .39E-12 .47E-12 .57E-12 .67E-12 .89E-12 .12E-11 .14E-11 .16E-11
 2595   73   39 .39E-12 .39E-12 .45E-12 .55E-12 .66E-12 .79E-12 .10E-11 .14E-11 .16E-11 .19E-11
 2596   73   40 .45E-12 .45E-12 .52E-12 .63E-12 .76E-12 .90E-12 .12E-11 .15E-11 .19E-11 .22E-11
 2597   73   41 .20E-11 .20E-11 .19E-11 .19E-11 .19E-11 .20E-11 .20E-11 .21E-11 .22E-11 .23E-11
 2598   73   42 .18E-11 .18E-11 .17E-11 .17E-11 .17E-11 .17E-11 .18E-11 .19E-11 .20E-11 .20E-11
 2599   73   43 .16E-11 .15E-11 .15E-11 .15E-11 .15E-11 .15E-11 .16E-11 .16E-11 .17E-11 .18E-11
 2600   73   44 .54E-12 .72E-12 .90E-12 .11E-11 .13E-11 .15E-11 .19E-11 .23E-11 .26E-11 .29E-11
 2601   73   45 .62E-12 .82E-12 .10E-11 .13E-11 .15E-11 .17E-11 .21E-11 .26E-11 .30E-11 .33E-11
 2602   73   46 .69E-12 .92E-12 .12E-11 .14E-11 .17E-11 .19E-11 .24E-11 .29E-11 .33E-11 .37E-11
 2603   73   47 .97E-12 .11E-11 .12E-11 .13E-11 .14E-11 .15E-11 .16E-11 .17E-11 .18E-11 .20E-11
 2604   73   48 .68E-12 .81E-12 .94E-12 .11E-11 .12E-11 .13E-11 .14E-11 .16E-11 .17E-11 .18E-11
 2605   73   49 .19E-11 .22E-11 .24E-11 .26E-11 .28E-11 .29E-11 .32E-11 .35E-11 .37E-11 .39E-11
 2606   73   50 .14E-11 .16E-11 .19E-11 .21E-11 .24E-11 .26E-11 .29E-11 .32E-11 .34E-11 .35E-11
 2607   73   51 .29E-11 .33E-11 .36E-11 .39E-11 .42E-11 .44E-11 .48E-11 .52E-11 .55E-11 .59E-11
 2608   73   52 .20E-11 .24E-11 .28E-11 .32E-11 .35E-11 .38E-11 .43E-11 .48E-11 .51E-11 .53E-11
 2609   73   53 .68E-11 .71E-11 .72E-11 .72E-11 .73E-11 .73E-11 .74E-11 .76E-11 .77E-11 .79E-11
 2610   73   54 .12E-11 .15E-11 .18E-11 .20E-11 .22E-11 .24E-11 .28E-11 .31E-11 .33E-11 .34E-11
 2611   73   55 .10E-10 .11E-10 .11E-10 .11E-10 .11E-10 .11E-10 .11E-10 .11E-10 .12E-10 .12E-10
 2612   73   56 .18E-11 .22E-11 .26E-11 .30E-11 .34E-11 .37E-11 .42E-11 .46E-11 .49E-11 .51E-11
 2613   73   57 .14E-10 .14E-10 .14E-10 .14E-10 .15E-10 .15E-10 .15E-10 .15E-10 .15E-10 .16E-10
 2614   73   58 .24E-11 .30E-11 .35E-11 .40E-11 .45E-11 .49E-11 .55E-11 .61E-11 .65E-11 .68E-11
 2615   73   59 .18E-11 .21E-11 .21E-11 .21E-11 .21E-11 .22E-11 .22E-11 .22E-11 .23E-11 .23E-11
 2616   73   60 .16E-11 .18E-11 .19E-11 .19E-11 .19E-11 .19E-11 .20E-11 .20E-11 .20E-11 .21E-11
 2617   73   61 .15E-11 .16E-11 .17E-11 .17E-11 .17E-11 .17E-11 .17E-11 .18E-11 .18E-11 .19E-11
 2618   73   62 .53E-12 .79E-12 .97E-12 .11E-11 .12E-11 .14E-11 .16E-11 .18E-11 .21E-11 .23E-11
 2619   73   63 .59E-12 .89E-12 .11E-11 .13E-11 .14E-11 .15E-11 .18E-11 .21E-11 .23E-11 .26E-11
 2620   73   64 .66E-12 .99E-12 .12E-11 .14E-11 .16E-11 .17E-11 .20E-11 .23E-11 .26E-11 .29E-11
 2621   73   65 .64E-11 .66E-11 .67E-11 .69E-11 .70E-11 .71E-11 .73E-11 .76E-11 .79E-11 .82E-11
 2622   73   66 .62E-11 .67E-11 .70E-11 .73E-11 .76E-11 .78E-11 .82E-11 .86E-11 .89E-11 .91E-11
 2623   73   67 .85E-11 .88E-11 .90E-11 .92E-11 .93E-11 .95E-11 .98E-11 .10E-10 .11E-10 .11E-10
 2624   73   68 .82E-11 .90E-11 .94E-11 .98E-11 .10E-10 .10E-10 .11E-10 .11E-10 .12E-10 .12E-10
 2625   73   69 .11E-10 .11E-10 .11E-10 .11E-10 .12E-10 .12E-10 .12E-10 .13E-10 .13E-10 .14E-10
 2626   73   70 .10E-10 .11E-10 .12E-10 .12E-10 .13E-10 .13E-10 .14E-10 .14E-10 .15E-10 .15E-10
 2627   73   71 .19E-09 .30E-09 .33E-09 .34E-09 .35E-09 .35E-09 .35E-09 .34E-09 .34E-09 .34E-09
 2628   73   72 .25E-11 .30E-11 .33E-11 .36E-11 .40E-11 .42E-11 .47E-11 .52E-11 .56E-11 .58E-11
 2629   74    1 .43E-12 .55E-12 .65E-12 .74E-12 .82E-12 .89E-12 .10E-11 .11E-11 .12E-11 .13E-11
 2630   74    2 .22E-12 .27E-12 .32E-12 .37E-12 .41E-12 .44E-12 .50E-12 .56E-12 .60E-12 .64E-12
 2631   74    3 .12E-12 .13E-12 .13E-12 .14E-12 .14E-12 .15E-12 .16E-12 .17E-12 .18E-12 .19E-12
 2632   74    4 .24E-12 .26E-12 .27E-12 .28E-12 .29E-12 .30E-12 .31E-12 .34E-12 .36E-12 .38E-12
 2633   74    5 .15E-12 .16E-12 .17E-12 .17E-12 .17E-12 .18E-12 .19E-12 .20E-12 .20E-12 .21E-12
 2634   74    6 .10E-12 .11E-12 .11E-12 .11E-12 .12E-12 .12E-12 .12E-12 .13E-12 .14E-12 .14E-12
 2635   74    7 .50E-13 .55E-13 .56E-13 .57E-13 .58E-13 .59E-13 .62E-13 .65E-13 .68E-13 .71E-13
 2636   74    8 .22E-12 .26E-12 .28E-12 .31E-12 .33E-12 .34E-12 .38E-12 .41E-12 .44E-12 .47E-12
 2637   74    9 .45E-12 .51E-12 .57E-12 .61E-12 .65E-12 .69E-12 .75E-12 .82E-12 .88E-12 .94E-12
 2638   74   10 .67E-12 .77E-12 .85E-12 .92E-12 .98E-12 .10E-11 .11E-11 .12E-11 .13E-11 .14E-11
 2639   74   11 .87E-12 .11E-11 .13E-11 .15E-11 .17E-11 .18E-11 .21E-11 .25E-11 .27E-11 .29E-11
 2640   74   12 .65E-12 .80E-12 .95E-12 .11E-11 .12E-11 .14E-11 .16E-11 .18E-11 .20E-11 .22E-11
 2641   74   13 .44E-12 .53E-12 .63E-12 .73E-12 .83E-12 .92E-12 .11E-11 .12E-11 .14E-11 .15E-11
 2642   74   14 .17E-12 .18E-12 .19E-12 .19E-12 .19E-12 .20E-12 .21E-12 .22E-12 .23E-12 .24E-12
 2643   74   15 .26E-12 .28E-12 .28E-12 .29E-12 .29E-12 .30E-12 .31E-12 .33E-12 .34E-12 .36E-12
 2644   74   16 .34E-12 .37E-12 .37E-12 .38E-12 .39E-12 .40E-12 .41E-12 .43E-12 .46E-12 .48E-12
 2645   74   17 .37E-12 .42E-12 .47E-12 .53E-12 .58E-12 .63E-12 .72E-12 .80E-12 .87E-12 .93E-12
 2646   74   18 .29E-12 .34E-12 .38E-12 .42E-12 .46E-12 .50E-12 .57E-12 .64E-12 .70E-12 .75E-12
 2647   74   19 .22E-12 .25E-12 .28E-12 .32E-12 .35E-12 .38E-12 .43E-12 .48E-12 .52E-12 .56E-12
 2648   74   20 .93E-12 .10E-11 .11E-11 .11E-11 .12E-11 .12E-11 .13E-11 .14E-11 .16E-11 .17E-11
 2649   74   21 .12E-11 .13E-11 .14E-11 .15E-11 .16E-11 .16E-11 .18E-11 .19E-11 .21E-11 .22E-11
 2650   74   22 .16E-11 .17E-11 .18E-11 .19E-11 .20E-11 .20E-11 .22E-11 .24E-11 .26E-11 .28E-11
 2651   74   23 .53E-12 .62E-12 .73E-12 .87E-12 .10E-11 .12E-11 .15E-11 .18E-11 .21E-11 .24E-11
 2652   74   24 .44E-12 .52E-12 .61E-12 .72E-12 .85E-12 .98E-12 .12E-11 .15E-11 .18E-11 .20E-11
 2653   74   25 .35E-12 .41E-12 .48E-12 .58E-12 .68E-12 .79E-12 .99E-12 .12E-11 .14E-11 .16E-11
 2654   74   26 .11E-11 .12E-11 .12E-11 .13E-11 .14E-11 .14E-11 .15E-11 .17E-11 .18E-11 .20E-11
 2655   74   27 .14E-11 .15E-11 .15E-11 .16E-11 .17E-11 .18E-11 .19E-11 .21E-11 .23E-11 .24E-11
 2656   74   28 .17E-11 .18E-11 .18E-11 .19E-11 .20E-11 .21E-11 .23E-11 .25E-11 .27E-11 .29E-11
 2657   74   29 .10E-11 .11E-11 .13E-11 .14E-11 .16E-11 .18E-11 .21E-11 .25E-11 .27E-11 .30E-11
 2658   74   30 .85E-12 .95E-12 .11E-11 .12E-11 .14E-11 .15E-11 .18E-11 .21E-11 .23E-11 .25E-11
 2659   74   31 .71E-12 .79E-12 .90E-12 .10E-11 .11E-11 .13E-11 .15E-11 .17E-11 .20E-11 .21E-11
 2660   74   32 .52E-12 .56E-12 .58E-12 .60E-12 .62E-12 .64E-12 .69E-12 .75E-12 .81E-12 .87E-12
 2661   74   33 .62E-12 .68E-12 .70E-12 .72E-12 .74E-12 .77E-12 .83E-12 .90E-12 .97E-12 .10E-11
 2662   74   34 .73E-12 .79E-12 .81E-12 .84E-12 .86E-12 .90E-12 .96E-12 .10E-11 .11E-11 .12E-11
 2663   74   35 .47E-12 .45E-12 .50E-12 .58E-12 .69E-12 .82E-12 .11E-11 .14E-11 .17E-11 .20E-11
 2664   74   36 .41E-12 .39E-12 .43E-12 .51E-12 .61E-12 .72E-12 .95E-12 .12E-11 .15E-11 .17E-11
 2665   74   37 .35E-12 .34E-12 .37E-12 .44E-12 .52E-12 .61E-12 .81E-12 .11E-11 .13E-11 .15E-11
 2666   74   38 .16E-11 .15E-11 .15E-11 .15E-11 .15E-11 .16E-11 .16E-11 .17E-11 .18E-11 .19E-11
 2667   74   39 .18E-11 .17E-11 .17E-11 .17E-11 .18E-11 .18E-11 .19E-11 .20E-11 .21E-11 .22E-11
 2668   74   40 .21E-11 .20E-11 .19E-11 .20E-11 .20E-11 .21E-11 .22E-11 .23E-11 .24E-11 .26E-11
 2669   74   41 .66E-12 .89E-12 .11E-11 .14E-11 .16E-11 .19E-11 .23E-11 .28E-11 .32E-11 .36E-11
 2670   74   42 .58E-12 .79E-12 .10E-11 .12E-11 .15E-11 .17E-11 .21E-11 .25E-11 .29E-11 .32E-11
 2671   74   43 .51E-12 .69E-12 .88E-12 .11E-11 .13E-11 .15E-11 .18E-11 .22E-11 .25E-11 .28E-11
 2672   74   44 .20E-11 .19E-11 .19E-11 .18E-11 .18E-11 .18E-11 .18E-11 .19E-11 .19E-11 .19E-11
 2673   74   45 .23E-11 .22E-11 .21E-11 .21E-11 .21E-11 .21E-11 .21E-11 .21E-11 .22E-11 .22E-11
 2674   74   46 .26E-11 .25E-11 .24E-11 .24E-11 .23E-11 .23E-11 .24E-11 .24E-11 .24E-11 .25E-11
 2675   74   47 .77E-12 .90E-12 .10E-11 .11E-11 .12E-11 .13E-11 .15E-11 .16E-11 .17E-11 .18E-11
 2676   74   48 .11E-11 .12E-11 .13E-11 .14E-11 .15E-11 .15E-11 .16E-11 .18E-11 .19E-11 .20E-11
 2677   74   49 .15E-11 .18E-11 .20E-11 .23E-11 .25E-11 .27E-11 .30E-11 .32E-11 .34E-11 .35E-11
 2678   74   50 .22E-11 .24E-11 .26E-11 .28E-11 .29E-11 .30E-11 .33E-11 .35E-11 .37E-11 .39E-11
 2679   74   51 .23E-11 .27E-11 .31E-11 .34E-11 .37E-11 .40E-11 .44E-11 .48E-11 .51E-11 .53E-11
